scorer,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000
bodyparts,P01,P01,P01,P02,P02,P02,P03,P03,P03
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
149,940.3663330078125,65.90099334716797,0.9864037036895752,996.3682250976562,402.46240234375,0.9984211921691895,1016.581298828125,512.2719116210938,0.9859045147895813
150,939.6467895507812,65.74191284179688,0.9866718649864197,994.4182739257812,404.47576904296875,0.9987013339996338,1013.9412841796875,510.57177734375,0.9895181059837341
151,939.6236572265625,66.52598571777344,0.9852728247642517,988.6905517578125,406.29248046875,0.996391236782074,1007.5195922851562,520.6142578125,0.9820366501808167
152,937.7320556640625,66.8449935913086,0.9870666861534119,981.35693359375,407.7568664550781,0.9969205856323242,998.6031494140625,523.63037109375,0.9862990975379944
153,933.7017822265625,66.66204071044922,0.9929429888725281,970.0518188476562,412.173583984375,0.9841083884239197,983.9368286132812,524.5150146484375,0.9932386875152588
154,932.547119140625,67.42547607421875,0.9954106211662292,956.2600708007812,413.68011474609375,0.9914882183074951,966.9129028320312,527.4169921875,0.9928517937660217
155,932.4509887695312,67.40563201904297,0.9955469369888306,956.3357543945312,413.6006774902344,0.9915832877159119,966.8878173828125,527.4169311523438,0.9928519129753113
156,925.7843627929688,67.00779724121094,0.9922584891319275,925.6207275390625,415.7983703613281,0.9969738721847534,924.4243774414062,531.9826049804688,0.9752405881881714
157,923.7342529296875,68.15107727050781,0.9809548854827881,908.492919921875,415.2697448730469,0.9954677820205688,903.36083984375,533.962646484375,0.9874911308288574
158,918.219482421875,68.00721740722656,0.9879398345947266,891.9398193359375,414.3464660644531,0.9911054968833923,882.7831420898438,528.51953125,0.992476761341095
159,918.2238159179688,68.00590515136719,0.9879245758056641,891.948974609375,414.3289794921875,0.9910544753074646,882.8564453125,528.584228515625,0.9925053119659424
160,914.9885864257812,67.23776245117188,0.9946420192718506,877.6282348632812,412.91162109375,0.9866815805435181,862.1533203125,527.0391845703125,0.9635709524154663
161,911.9771728515625,65.81529235839844,0.9949563145637512,864.1008911132812,409.0667724609375,0.994401752948761,846.268310546875,525.1087036132812,0.9671522974967957
